displacement,kilowatts,mileage,price,year,transmission_encoded,type_encoded
1.0,81,2,47527,2023,2,0
1.6,77,180000,18950,2014,0,2
2.0,110,185000,26900,2019,2,2
2.0,110,234000,40900,2018,0,5
1.0,59,2,37197,2023,0,0
1.4,66,202000,17900,2017,0,0
2.0,135,146000,39990,2020,2,2
2.0,110,1,78099,2023,2,2
2.0,85,1,49900,2023,0,2
2.0,110,189000,45900,2017,2,5
1.9,81,326000,5300,2002,0,2
2.0,147,10,85951,2023,2,5
1.6,77,194000,14900,2011,2,2
1.6,85,219663,26990,2019,0,2
1.2,44,123000,9500,2012,0,0
1.2,55,191000,10999,2012,0,0
1.6,85,112100,44980,2019,2,5
1.9,77,186700,16900,2012,0,2
1.6,77,209000,14990,2009,0,2
2.0,125,260000,15999,2010,0,5
1.6,77,161000,14990,2009,0,2
2.0,81,173000,15990,2010,0,5
1.6,85,142495,26990,2018,0,2
1.6,81,195000,24000,2016,0,2
1.6,77,180000,18500,2014,0,2
2.0,81,269000,13500,2010,0,5
2.4,103,178000,23500,2015,0,5
2.2,110,210000,24900,2013,0,2
1.6,77,200000,14700,2014,0,2
1.6,81,290000,17600,2015,0,2
1.2,55,228300,5400,2012,0,0
1.9,47,298000,4700,2001,0,0
2.0,110,214100,18900,2014,2,2
1.6,88,195000,23300,2018,2,2
2.0,103,220000,8800,2004,0,2
1.6,55,200000,9400,2013,0,0
1.8,118,270000,12850,2013,0,2
2.0,110,297000,18000,2014,0,2
1.6,88,230000,35500,2018,2,2
2.0,103,270000,7400,2005,0,2
1.9,77,325000,9200,2006,0,2
1.6,85,216546,13100,2016,0,2
1.6,81,250000,17300,2014,0,2
1.6,77,180000,12700,2011,0,2
2.0,81,235000,17400,2013,0,5
1.6,55,195000,9900,2010,0,0
1.6,55,210000,12800,2014,0,0
1.6,77,242100,15950,2013,0,2
2.0,110,217000,23900,2018,0,2
1.6,85,190000,31455,2019,2,2
1.6,66,237000,11700,2011,0,1
1.6,85,175000,30000,2017,2,2
1.6,85,192000,26900,2019,0,2
1.4,110,76000,27000,2018,2,2
2.0,110,204205,35400,2016,2,2
1.6,85,228000,25900,2017,2,2
1.6,81,269717,17950,2015,0,2
1.6,77,236000,18400,2014,0,2
1.9,77,190000,8300,2007,0,2
1.6,77,170000,22500,2016,2,2
1.4,59,240000,8200,2009,0,0
1.9,77,215463,9300,2007,0,2
1.2,55,193000,10500,2010,0,0
1.2,47,241750,4700,2006,0,0
1.6,77,269000,11900,2012,0,2
1.6,77,227543,13299,2012,0,2
2.0,103,209000,13900,2011,2,2
1.9,74,300000,7299,2006,0,0
2.0,103,218000,16600,2013,0,2
1.6,81,255000,18500,2016,0,2
1.6,77,219000,9750,2011,0,0
2.0,110,227033,30999,2019,2,2
2.0,110,252150,17900,2014,2,2
1.6,55,230000,9500,2011,0,0
2.0,103,239847,15400,2010,0,3
1.6,77,280000,14300,2012,0,2
2.0,103,325000,7900,2006,2,2
1.2,77,255000,10800,2014,2,1
1.9,77,300000,9500,2005,0,2
1.6,77,28000,11350,2010,0,2
2.0,110,245000,32000,2017,2,2
2.0,110,202000,25800,2018,2,2
1.9,66,298896,7200,2008,0,2
1.4,55,320000,5500,2004,0,0
1.6,85,164000,35400,2019,2,5
2.0,110,270517,36000,2017,2,2
2.0,110,271415,39900,2018,2,2
1.9,77,286099,13000,2010,0,2
1.0,70,2,35600,2023,0,0
1.9,77,290000,7500,2005,0,2
2.0,110,221600,21400,2013,0,2
1.0,81,5,46935,2023,2,5
1.6,81,247000,21900,2014,0,2
2.0,110,192000,31500,2015,0,2
1.6,81,240160,18900,2015,0,2
1.6,77,236412,17699,2013,0,2
1.2,55,190000,7500,2010,0,0
1.2,51,175000,8700,2010,0,0
2.0,110,190000,36500,2018,2,2
2.0,81,185000,16950,2012,0,5
2.0,103,360000,8500,2008,0,2
1.6,85,222000,25990,2018,0,2
1.9,77,321000,8700,2008,0,2
1.2,63,198270,9600,2010,0,0
1.4,59,228000,4380,2007,0,0
1.9,77,286000,11000,2010,0,2
1.6,77,282000,19900,2014,0,2
1.6,77,210000,17999,2015,2,2
1.5,110,1,56700,2023,2,2
2.0,110,218000,21750,2014,2,2
2.0,110,260000,25500,2017,2,2
1.2,51,203916,8450,2010,0,0
2.0,195,3,108070,2024,2,5
2.0,125,268557,21900,2011,0,2
2.0,220,3,123073,2023,2,5
1.2,55,218000,8999,2010,0,0
2.0,85,255680,5000,2001,0,2
1.6,77,221783,14650,2012,0,2
2.0,110,268351,22800,2013,0,2
1.2,55,205354,8500,2011,0,0
2.0,103,222353,16999,2013,0,5
1.6,77,201500,13499,2010,2,2
2.0,135,230200,25500,2015,2,3
1.4,50,95000,4400,2002,0,0
1.9,77,296506,9150,2006,0,2
2.0,104,320000,16950,2011,2,2
2.0,81,263000,12990,2010,0,5
1.6,77,236000,17900,2014,0,2
1.6,77,245000,9900,2010,0,2
2.0,110,177000,43990,2019,2,5
1.6,77,211600,12900,2013,0,0
1.2,44,106000,9100,2010,0,0
1.6,77,260000,12200,2010,0,2
2.0,110,190600,46000,2021,2,5
1.2,47,333333,4650,2006,0,0
1.6,77,176000,18500,2014,2,2
2.0,150,192000,32500,2015,2,2
1.6,66,173200,21900,2014,0,2
2.0,81,241000,10700,2011,0,2
1.4,66,217000,14999,2016,0,0
2.0,110,237000,21900,2013,0,2
1.4,55,270000,8200,2008,0,0
1.6,77,257000,12390,2010,0,2
2.0,81,201000,15000,2010,0,5
1.6,77,241900,12800,2011,0,2
1.9,47,290000,5200,2005,0,0
1.2,55,200561,9500,2012,0,0
1.2,55,250150,8650,2010,0,0
1.4,44,314216,3800,2003,0,0
1.6,81,280000,15900,2016,0,2
1.9,77,277000,14100,2011,0,2
2.0,125,151117,17490,2010,0,5
1.2,77,217320,9200,2012,0,0
1.6,85,203000,26500,2018,2,2
1.6,77,309000,10000,2011,0,0
2.0,103,250000,15000,2009,0,5
1.2,51,290000,7500,2010,0,0
1.2,51,228700,6900,2008,0,0
1.9,50,290000,6300,2006,0,0
2.0,81,240000,9500,2011,0,2
1.6,77,262176,11000,2011,0,2
2.0,103,273000,15300,2010,2,2
2.0,110,225000,38700,2019,2,5
2.0,110,196000,43800,2019,2,5
2.0,103,283000,12700,2008,2,2
1.6,77,248850,14700,2013,0,0
1.6,77,215000,17400,2013,0,2
1.2,77,120000,11999,2011,2,0
1.4,51,224000,6000,2006,0,0
1.2,51,170000,6950,2008,0,0
1.6,85,175000,26999,2017,2,2
2.0,103,249000,15500,2010,0,2
1.0,81,65000,40000,2021,0,2
2.0,180,0,124190,2023,2,5
1.4,66,200000,16900,2015,2,0
1.2,47,197000,4200,2003,0,0
1.6,85,145000,23750,2017,0,2
2.0,103,237000,13950,2011,0,2
2.0,110,239000,19900,2013,2,2
1.9,47,165000,6800,2004,0,0
1.3,43,200000,1999,1999,0,0
1.9,47,357000,3950,2000,0,0
1.6,81,235000,20500,2015,2,2
2.0,140,221760,34999,2016,2,2
1.6,77,235000,12950,2009,0,2
1.6,77,235000,12500,2010,0,2
2.0,103,240000,18999,2013,0,3
1.4,66,91600,18900,2018,0,2
2.0,103,236000,15599,2013,0,2
1.6,85,100000,31300,2018,0,2
2.0,110,38000,38900,2017,0,2
1.6,85,188000,31350,2017,2,2
1.6,77,249850,7600,2010,0,0
1.2,55,220000,8900,2012,0,0
1.6,81,269000,18350,2015,0,2
2.0,103,290000,11600,2007,0,3
2.0,110,177000,21750,2014,0,2
2.0,81,248000,13999,2010,0,5
2.0,110,217000,28500,2016,2,2
2.0,135,189000,27900,2017,2,2
2.0,110,390000,18800,2015,0,2
1.6,77,263000,12900,2011,2,2
1.2,55,202000,9250,2011,0,0
1.6,85,208000,22900,2018,2,2
1.6,77,230143,12500,2010,0,2
1.2,55,231458,8400,2010,0,0
1.0,45,74000,17300,2018,0,0
1.4,55,187000,3950,2004,0,0
1.6,85,116300,26000,2017,2,2
2.0,147,8,87163,2023,2,2
1.0,48,5,29282,2023,0,0
2.0,110,114244,50850,2018,0,5
1.6,77,280000,17000,2014,0,2
1.6,85,198827,26990,2019,2,2
1.6,85,112698,30990,2019,0,2
1.2,47,181000,3000,2003,0,0
1.6,85,160000,29900,2018,2,2
2.0,103,223000,15850,2012,0,2
1.6,66,202478,10450,2011,0,0
1.6,77,175800,15500,2012,0,2
2.0,135,166431,31900,2016,0,4
1.9,47,135000,2750,2000,0,0
1.9,81,340000,5750,2006,0,2
2.0,110,100000,42900,2019,0,5
1.6,81,177000,24500,2013,0,2
2.0,135,162000,39800,2019,2,2
1.6,81,170000,17500,2015,0,2
1.9,74,280000,4400,2000,0,0
1.9,47,370000,5500,2005,0,0
2.0,140,250000,36400,2018,2,2
1.6,77,180000,18000,2013,0,2
1.6,77,139756,25500,2015,0,2
1.6,77,185000,22800,2015,0,2
1.9,77,149151,14300,2009,0,2
1.6,55,208416,9600,2012,0,0
1.4,66,98800,15500,2015,0,2
1.6,55,255000,10600,2012,0,0
1.4,44,206000,3300,2001,0,0
1.9,47,333333,4500,2002,0,0
2.0,110,179000,41600,2018,2,5
1.6,105,245000,18500,2013,0,2
1.2,44,162855,9200,2014,0,0
2.0,125,237000,16700,2010,2,2
1.6,77,250000,9600,2010,0,2
2.0,103,259000,14900,2010,0,5
1.2,55,235000,8200,2010,0,0
1.0,60,150000,15600,2018,0,0
2.0,110,213000,28500,2019,0,2
1.6,77,255000,13900,2013,0,2
2.0,110,178000,21000,2014,0,2
1.4,74,24777,3900,2002,0,0
2.0,81,200000,14450,2011,0,5
2.0,110,183332,43900,2019,0,5
1.5,110,295,54900,2022,2,5
2.0,110,249000,34500,2016,0,2
1.0,81,5,43000,2023,0,5
1.9,66,217500,12000,2006,0,2
1.2,51,220000,7200,2008,0,0
1.4,66,220605,16900,2017,0,0
1.6,81,221000,19900,2016,2,2
1.6,77,257000,12690,2011,0,2
2.0,110,185000,29200,2017,0,2
1.6,77,264000,9500,2011,0,0
1.9,77,280000,11000,2010,0,2
2.0,103,235000,17000,2010,2,5
1.4,55,281400,5800,2005,0,0
1.6,77,275000,13500,2012,2,2
1.2,77,238000,10600,2010,0,5
2.0,110,260000,42000,2016,0,2
1.6,85,194000,22900,2019,0,2
1.6,77,136978,10950,2010,0,0
1.6,77,247123,10900,2011,0,0
1.6,77,290000,11900,2009,0,2
1.6,77,300000,11900,2011,0,2
2.0,81,260632,15450,2011,0,5
1.9,77,190000,8300,2007,0,2
1.3,43,140000,2000,2000,0,0
1.2,51,270000,8500,2010,0,1
1.6,77,240000,15350,2012,2,2
2.0,103,166000,14900,2012,0,2
2.0,110,5,67594,2023,2,2
1.6,77,260000,15500,2014,0,2
1.6,85,205000,23500,2019,0,2
1.6,77,267000,13900,2010,0,2
1.6,81,258000,18800,2014,0,2
1.8,88,148000,12500,2009,0,2
2.0,110,197000,22990,2017,0,2
1.6,77,250000,12600,2013,0,2
2.0,140,290000,29900,2016,0,2
1.6,66,240000,7400,2010,0,0
1.2,47,290000,4200,2007,0,0
1.4,55,265000,3200,2003,0,0
1.6,77,229570,11999,2011,0,2
1.6,77,332732,12900,2010,0,2
1.2,63,199989,9450,2012,0,0
1.9,77,102000,15000,2009,0,2
1.2,55,253552,9200,2011,0,0
1.9,77,330000,8000,2006,0,2
1.6,77,179000,13700,2010,0,2
1.6,77,236000,11800,2011,0,2
2.5,120,308000,6800,2007,0,2
2.0,135,154000,31000,2014,0,2
2.0,103,227000,9700,2007,0,2
2.0,85,35000,3500,2001,0,2
1.6,77,161000,23200,2015,0,2
1.6,81,289712,16500,2014,0,2
1.9,74,235638,5200,2001,0,0
1.2,51,230000,6700,2009,0,0
1.6,118,250000,2450,2000,0,2
1.6,81,210000,23999,2017,0,2
1.6,85,173000,27000,2019,0,0
2.0,110,114000,31900,2018,2,2
1.2,44,280000,5650,2010,0,0
1.6,81,210300,23000,2015,0,2
1.6,85,241000,29900,2019,2,2
2.0,81,250000,13900,2011,0,5
1.6,77,158000,14800,2013,0,2
2.0,103,265000,15450,2011,0,5
1.6,77,210000,12300,2010,0,2
1.2,63,208000,8900,2011,0,1
1.2,51,150000,6650,2010,0,0
1.6,77,235596,15200,2011,2,2
1.6,77,284985,11700,2011,0,2
1.6,77,240000,10990,2011,0,1
2.0,110,219000,18990,2014,0,2
2.0,103,304000,7400,2007,0,2
1.6,66,345000,8250,2010,0,0
1.6,77,221000,14500,2013,0,2
1.6,77,174000,12900,2012,0,2
1.6,85,150269,23200,2017,0,2
1.9,49,300000,5600,2002,0,0
1.0,44,80000,19500,2019,0,0
1.2,55,213669,7850,2010,0,0
1.3,43,142436,799,1998,0,0
1.4,59,270000,7450,2008,0,0
2.0,195,5,106130,2024,2,5
1.6,85,135500,41990,2020,0,5
1.6,77,306000,17500,2014,0,2
1.6,66,230000,10499,2012,0,0
2.0,110,62095,51500,2020,0,2
2.0,125,232000,15700,2011,2,2
1.6,77,350000,12500,2010,0,2
1.2,44,219110,8100,2010,0,0
2.0,135,195000,28450,2014,2,2
1.6,74,400000,3300,1997,0,2
1.2,47,385000,4500,2007,0,0
1.9,81,338000,7000,2004,0,2
1.2,55,205000,8450,2011,0,0
1.6,81,231000,19390,2016,0,2
1.9,77,347000,10700,2005,0,2
1.4,77,164300,17000,2016,2,2
2.0,110,150000,33500,2018,2,2
1.9,66,345000,5500,2004,0,2
2.0,103,187000,17000,2013,2,2
1.6,81,245360,21900,2016,0,2
1.6,77,276000,11300,2010,0,2
1.4,57,240000,7450,2007,0,0
1.9,66,320000,3500,2000,0,2
2.0,110,247000,41700,2016,2,2
1.6,77,221000,15900,2014,0,2
1.6,77,256000,10350,2010,0,2
2.0,110,190000,24000,2015,0,2
1.2,47,220000,3000,2000,0,0
1.6,77,299999,16999,2014,2,2
2.0,135,155000,36900,2016,2,4
1.4,51,249000,5500,2007,0,0
1.4,66,36000,21000,2018,0,2
1.0,44,36000,12000,2012,0,0
1.6,66,231900,14750,2014,0,2
1.2,55,177000,7999,2011,0,0
1.6,77,227000,11300,2010,0,2
1.6,85,203000,23500,2017,0,2
1.6,88,231000,25000,2015,2,2
2.0,81,199646,23900,2016,0,5
2.0,103,270000,14700,2011,2,2
2.0,103,240000,15900,2012,0,2
2.0,103,216000,17300,2011,0,5
1.4,44,219000,3300,2002,0,0
1.6,85,98000,29960,2020,0,0
2.0,110,240000,52900,2019,2,5
1.6,77,193000,13999,2011,0,2
1.6,66,126000,24500,2017,0,2
1.9,74,142700,5700,2003,0,0
1.6,77,230000,11300,2009,0,2
2.0,85,8,64950,2023,2,5
1.6,77,264080,21400,2013,0,2
2.0,110,182000,54450,2019,2,5
2.0,147,12,89900,2023,2,5
2.0,147,10000,91900,2022,2,2
1.2,55,230000,9800,2011,0,0
2.0,81,185329,14999,2010,0,5
1.6,85,195000,24999,2019,0,2
1.6,77,195123,12300,2010,0,2
1.6,77,263018,13999,2012,0,2
2.0,140,49000,74900,2020,2,2
1.6,77,242000,14500,2011,0,2
1.0,70,8,35532,2023,0,0
2.0,110,1,72575,2023,2,2
1.2,40,150000,3450,2006,0,0
1.2,44,168658,8400,2011,0,0
1.6,77,272434,11700,2011,0,2
2.0,81,198000,13000,2011,0,5
2.0,110,1,69459,2023,2,2
1.6,66,192952,10999,2011,0,0
1.6,66,310000,13500,2015,0,2
1.6,81,220000,21900,2015,2,2
1.2,50,125000,5900,2009,0,0
1.2,55,250223,8550,2010,0,0
1.6,77,255000,18200,2013,0,2
1.0,85,18800,27499,2019,0,0
2.0,140,126533,49980,2017,2,5
1.6,66,252900,8600,2010,0,0
1.6,66,140000,17500,2015,0,2
1.6,88,264000,22000,2016,2,2
1.4,132,230000,14950,2010,2,4
1.6,77,350000,18500,2013,2,2
1.6,81,249840,22300,2013,0,2
2.0,81,247369,13800,2011,0,2
2.0,135,186823,24900,2016,2,2
1.6,77,250000,12700,2009,0,2
2.0,110,207000,33500,2017,2,2
2.0,110,115000,37300,2019,2,2
1.6,55,208368,11990,2014,0,0
1.6,88,166705,35500,2018,2,2
1.6,66,225000,10200,2014,0,0
1.6,81,279815,15750,2016,0,2
1.6,85,100532,38900,2020,0,5
1.9,77,316000,10500,2008,0,2
1.6,85,155000,34300,2019,2,2
1.6,85,148121,27990,2019,0,2
1.6,88,142140,36990,2018,0,2
1.6,85,152945,26500,2018,0,2
2.0,147,72762,68000,2021,2,5
1.6,85,170000,25900,2019,2,2
1.9,77,300000,7900,2006,0,2
1.6,77,269000,17400,2013,0,2
1.6,85,213000,22900,2017,0,2
1.6,77,207000,12900,2011,0,2
2.0,110,152000,22500,2013,0,2
2.0,103,227934,15300,2013,2,2
2.0,110,201000,26500,2016,0,2
1.9,77,190000,8300,2007,0,2
1.6,77,231000,17750,2015,0,2
1.6,77,258600,11500,2011,2,2
1.6,77,235235,13499,2010,0,2
2.0,81,213000,14500,2012,0,2
2.0,110,176000,40800,2019,2,2
1.2,44,150000,8900,2010,0,0
2.0,110,126000,28900,2019,2,2
1.6,66,183000,10850,2011,0,0
2.0,110,167000,49500,2019,2,2
1.4,44,104000,4900,2001,0,0
1.9,66,300000,5650,2002,2,2
2.0,125,233000,15400,2010,0,2
1.6,77,243000,13500,2011,0,2
1.9,81,311321,5100,2000,0,2
1.2,44,194000,7000,2010,0,0
1.2,44,132000,7450,2009,0,0
2.0,110,168000,29999,2017,2,2
1.6,85,271000,23500,2017,0,2
1.6,77,198000,12900,2011,0,2
1.6,77,260000,12400,2012,2,2
1.6,77,188000,15750,2015,0,2
1.6,77,219456,13999,2011,0,5
2.0,110,208000,27900,2018,2,2
1.6,85,202000,25900,2020,0,2
1.6,85,197323,27900,2019,2,2
1.6,66,170800,12990,2011,0,0
1.6,77,243976,12500,2011,0,2
2.0,110,8,65376,2023,2,2
1.2,77,188000,10900,2010,2,0
1.4,40,190000,3750,2001,0,0
1.2,44,95000,8200,2011,0,0
1.6,66,220122,12300,2013,0,1
2.0,110,5,89453,2023,2,5
1.4,55,390000,4700,2005,0,0
2.0,81,185000,17000,2012,0,5
1.2,55,250000,7950,2011,0,0
1.9,77,280000,12900,2010,0,2
1.4,44,200000,3550,2001,0,0
1.6,77,280000,18200,2014,2,2
1.6,85,173631,32900,2018,0,2
1.6,85,182622,23000,2017,0,2
1.6,77,220000,14900,2010,0,2
2.0,85,5,62860,2023,2,5
1.2,55,290956,9950,2011,0,0
1.2,40,210000,3500,2004,0,0
1.9,74,325000,6500,2007,0,0
1.6,77,251432,11900,2011,0,2
2.0,103,238000,15999,2010,0,5
1.6,77,260000,10500,2011,0,2
1.6,55,210000,8950,2012,0,0
2.0,103,197600,14900,2013,2,2
2.0,110,217000,29900,2016,2,2
1.6,77,309777,13500,2012,0,2
2.0,125,165723,28000,2014,2,2
2.0,85,5,52925,2024,2,2
1.6,77,257200,12600,2010,0,2
1.6,77,240000,12000,2010,0,2
1.6,81,292000,18400,2016,0,2
1.6,77,254000,11700,2011,0,2
1.6,75,280000,5500,2007,0,2
1.2,51,203000,8450,2011,0,0
1.2,55,184094,14800,2015,0,2
1.9,77,360000,8600,2005,0,2
1.2,47,161500,3700,2004,0,0
2.0,147,230000,8500,2007,0,4
2.0,110,180000,30900,2017,2,2
2.0,147,21038,89900,2022,2,5
1.6,77,219000,11600,2010,0,2
1.6,88,185000,32500,2017,0,2
1.2,55,254000,9000,2010,0,0
1.2,55,250000,9500,2010,0,0
1.6,85,174000,28300,2019,2,2
1.9,47,137500,6300,2007,0,0
1.0,44,56000,11700,2012,0,0
2.0,103,272000,14999,2012,0,2
1.4,75,295100,15700,2015,0,0
1.6,66,270000,12900,2013,0,1
1.6,77,283000,11300,2012,0,2
1.6,80,177000,22900,2016,2,2
1.6,77,239678,15999,2013,0,2
1.6,88,250000,24590,2020,0,2
1.6,81,232141,26000,2015,0,2
1.9,77,290000,8600,2008,2,2
1.2,51,170000,8800,2010,0,0
2.0,140,162000,47000,2018,2,5
1.6,55,234850,8250,2010,0,0
2.0,103,230000,20300,2014,0,2
1.6,77,272000,17500,2013,0,2
2.0,110,209000,43900,2017,2,2
2.0,140,120000,50000,2018,2,5
1.6,81,185000,17990,2016,0,2
2.0,110,279000,18700,2016,2,2
1.2,55,289000,9700,2011,0,0
2.0,103,2,15700,2011,2,2
1.6,85,217000,26700,2017,2,2
1.6,66,220000,8500,2010,0,0
1.6,77,178395,21000,2013,0,2
1.4,77,297000,19500,2018,2,0
1.0,85,119000,22800,2019,0,2
1.9,74,360000,4950,2003,0,0
1.6,77,228369,12700,2011,0,2
1.6,66,232071,8900,2010,0,0
2.0,110,263000,42000,2018,0,5
2.0,110,177000,21750,2014,0,2
2.0,110,114000,35000,2018,0,2
1.6,77,168000,14750,2011,0,2
1.6,77,285000,11900,2010,0,2
1.6,55,271000,9500,2011,0,0
1.9,47,340000,4999,2002,0,0
1.6,77,181500,11900,2011,0,1
2.0,110,190000,21999,2014,0,2
1.6,77,229000,19700,2015,0,2
2.0,110,119000,48800,2019,2,2
1.6,81,207456,16999,2014,0,2
1.4,66,220000,19400,2017,2,2
1.6,66,172000,25000,2016,0,2
2.0,135,145000,30500,2018,2,2
2.0,110,139000,53900,2018,2,5
1.9,77,278000,8200,2007,0,2
1.6,77,234000,9900,2011,0,0
1.6,77,210000,16200,2012,0,2
1.2,47,300000,3000,2003,0,0
2.0,103,233000,14500,2010,0,2
1.6,81,215234,21550,2013,0,2
2.0,110,160000,41200,2017,2,2
1.0,44,72000,14800,2018,0,0
1.8,118,187000,15000,2010,0,2
1.6,85,133478,29980,2019,0,2
1.6,77,273000,11800,2010,0,2
1.6,77,168000,16800,2013,0,2
1.6,77,240000,12300,2011,2,2
2.0,103,250123,17500,2011,2,2
1.6,77,238000,12750,2011,2,2
2.0,110,260000,47400,2019,0,5
1.6,66,203000,13990,2015,0,2
1.2,44,109000,8650,2012,0,0
1.6,66,254000,7900,2010,0,0
1.4,44,172032,3900,2001,0,0
1.6,66,217639,10650,2011,0,0
1.6,77,230000,5750,2009,0,2
1.6,77,198000,9500,2010,0,0
2.0,110,324000,20500,2013,2,2
1.4,77,70000,15500,2016,0,0
1.9,66,381445,5500,2005,0,2
2.0,110,362000,22000,2017,0,2
1.6,77,238000,10900,2010,0,2
2.0,103,274121,16490,2010,0,5
1.9,66,246633,7880,2008,0,2
1.6,85,178000,29800,2019,0,2
1.6,66,287000,9300,2010,0,0
1.2,44,180000,6400,2011,0,0
1.2,55,190000,9400,2011,0,0
2.0,140,238000,44900,2017,2,5
1.4,59,218000,7600,2008,0,0
1.2,44,208000,8000,2010,0,0
2.0,110,143814,31990,2019,2,2
1.2,47,295369,2200,2003,0,0
1.9,77,190000,8300,2007,0,2
1.4,77,271157,15500,2015,0,0
1.0,44,15800,24900,2022,0,0
1.0,44,38240,24900,2022,0,0
2.0,81,178000,13300,2012,0,2
1.6,81,127000,19900,2019,0,2
1.9,77,294000,12500,2010,0,2
1.6,85,49000,30300,2017,0,2
1.9,81,350000,3300,2001,0,2
2.0,110,231000,22250,2015,2,2
1.6,77,228003,11900,2010,0,2
1.6,77,204247,11300,2010,0,2
1.6,85,161400,26990,2018,2,2
1.4,132,184500,16300,2012,2,4
1.2,50,200000,10600,2010,0,0
1.6,77,240000,12700,2010,0,2
2.0,140,189998,33989,2020,2,2
1.2,51,157000,8950,2014,0,0
1.6,77,148000,19999,2015,0,2
1.3,43,44000,4000,2001,0,0
1.9,66,350000,5700,2004,0,2
1.6,85,108593,34500,2018,2,2
1.6,85,172000,30000,2018,2,2
1.9,96,299000,7500,2005,2,2
1.2,70,255,12700,2014,2,1
2.0,81,260100,14900,2010,0,5
1.2,55,187000,9300,2010,0,0
1.6,77,228000,12300,2010,0,2
1.0,70,48816,19800,2018,0,2
1.9,77,208000,13500,2009,0,2
1.9,47,360000,4200,2002,0,0
1.6,77,234000,12900,2012,0,2
1.6,77,136123,12999,2012,0,2
2.0,135,140000,22900,2017,2,2
1.6,77,231000,13800,2014,0,2
1.2,77,173000,16400,2014,2,2
1.2,44,59000,5300,2005,0,0
1.6,85,178000,24600,2018,0,2
1.4,50,187000,4000,2003,0,0
1.2,44,56000,11500,2014,0,0
1.6,85,116000,28500,2020,0,0
1.6,77,256000,13500,2013,0,2
2.0,140,132000,59000,2018,2,5
1.6,77,228000,13900,2013,0,2
1.6,77,256498,15400,2014,0,2
1.9,77,310000,8700,2008,2,2
2.0,105,236566,17900,2012,1,2
2.0,110,1,29000,2018,2,2
1.9,47,270000,5700,2002,0,0
1.6,85,218521,23800,2018,2,2
1.4,50,281000,3600,2002,0,0
2.0,110,175884,27000,2015,0,2
1.4,66,306000,14900,2017,0,0
1.6,77,241000,14150,2011,0,5
2.0,125,261300,15000,2011,0,4
1.6,77,240000,13800,2010,0,2
1.6,77,258000,9999,2010,0,2
1.8,118,240123,9100,2009,0,2
1.9,81,30000,4500,2001,0,2
1.6,81,186000,20500,2016,0,2
1.6,77,250000,13200,2010,0,2
2.0,125,310000,17250,2011,2,2
2.0,140,178251,46900,2018,2,2
1.9,77,284700,7700,2006,0,2
2.0,103,200000,12900,2010,0,2
1.6,77,270800,13500,2011,0,2
1.4,66,182000,17990,2015,0,0
1.0,81,5,38844,2023,0,0
2.0,110,313000,15900,2015,2,2
2.0,110,197510,43700,2017,2,5
2.0,110,194000,45900,2017,2,5
1.4,110,150000,18500,2016,2,2
1.2,55,175455,10990,2013,0,0
2.0,110,21200,66500,2022,2,5
1.6,85,204000,9000,2005,2,2
1.6,77,283000,22000,2014,2,2
1.6,85,195000,33500,2018,0,2
1.2,51,207000,7350,2009,0,0
2.0,140,235000,31900,2015,0,2
1.2,51,207000,6900,2008,0,0
2.0,103,203000,23500,2012,2,2
2.0,135,238286,24800,2015,2,3
1.6,77,250450,11750,2011,0,2
2.0,110,62000,51500,2018,0,5
1.6,66,239000,9950,2011,0,0
2.0,140,135000,47200,2017,2,2
1.9,77,280000,11000,2010,0,2
1.6,77,189000,12600,2010,2,2
2.0,103,229000,13500,2011,0,2
1.9,47,300000,5250,2001,0,0
1.6,88,143000,31000,2016,0,2
1.6,88,181581,28700,2016,0,2
1.6,66,166000,10700,2011,0,0
2.0,110,158000,36500,2016,0,2
1.6,77,240000,12350,2011,2,2
2.0,125,256000,20000,2012,2,4
1.4,64,150000,3500,2001,0,0
1.2,47,170000,4800,2004,0,0
2.0,118,89000,39500,2018,0,2
1.4,81,11500,27500,2016,2,2
1.6,77,254000,11950,2011,0,2
1.6,77,300000,8999,2010,2,2
1.2,51,170000,8800,2010,0,0
1.2,40,222437,3700,2005,0,0
1.8,118,186000,10000,2010,2,2
1.6,77,240000,12950,2012,0,2
1.9,110,99500,40000,2017,2,2
1.6,77,320000,11700,2010,0,2
1.0,70,0,35853,2023,0,0
2.0,103,282000,12800,2012,2,2
1.6,85,202000,23500,2018,0,2
1.6,77,180000,12900,2011,2,2
1.2,55,239000,8500,2010,0,0
2.0,103,264221,13800,2009,0,5
2.0,135,161000,29000,2015,2,3
1.9,77,320000,9000,2008,0,2
2.0,105,265000,16900,2012,2,2
2.0,135,282000,18899,2015,2,2
1.6,77,270000,12500,2010,0,2
1.6,77,320000,16200,2013,2,2
2.0,103,282000,8000,2004,0,2
1.4,118,139500,6750,2003,0,2
1.6,85,179000,29800,2019,0,2
1.4,50,96000,3600,2003,0,0
1.4,55,248000,3400,2002,0,0
1.2,47,121343,4800,2004,0,0
1.9,47,260000,4600,2002,0,0
1.9,47,240000,4299,2001,0,0
1.4,55,242000,3350,2001,0,0
1.3,43,103662,1800,2000,0,0
1.9,66,280000,4950,2004,0,2
2.0,85,525000,2800,2002,0,2
1.6,55,220000,10900,2011,0,0
1.2,55,268458,7950,2011,0,0
1.2,44,141635,7900,2010,0,0
1.9,77,265000,10500,2006,0,2
1.9,77,275000,7800,2007,0,0
