displacement,kilowatts,mileage,price,year,rimSize
2.0,125.0,179900.0,18990,2011.0,16.0
2.0,125.0,250000.0,16900,2009.0,17.0
2.0,88.0,245000.0,16990,2011.0,16.0
2.0,125.0,201143.0,19500,2011.0,18.0
2.7,140.0,208000.0,16500,2010.0,16.0
2.7,140.0,370000.0,18300,2010.0,19.0
2.0,100.0,216458.0,18500,2008.0,16.0
2.0,103.0,280000.0,15350,2008.0,17.0
2.0,105.0,268076.0,16999,2009.0,18.0
2.0,125.0,265325.0,16700,2010.0,16.0
2.7,140.0,279000.0,17300,2008.0,18.0
2.0,103.0,255000.0,13600,2008.0,16.0
3.0,176.0,313000.0,16090,2009.0,17.0
2.0,105.0,214000.0,15900,2009.0,16.0
1.6,77.0,175000.0,16300,2011.0,17.0
2.7,160.0,280000.0,14500,2008.0,17.0
2.0,88.0,240000.0,17000,2010.0,16.0
1.6,77.0,213000.0,13300,2010.0,16.0
2.7,140.0,295000.0,18000,2009.0,18.0
2.7,140.0,275000.0,17950,2010.0,17.0
2.0,103.0,300000.0,17999,2010.0,17.0
2.0,105.0,212000.0,21990,2010.0,17.0
1.6,77.0,240000.0,22500,2013.0,17.0
2.0,105.0,293067.0,21500,2009.0,17.0
2.0,105.0,226900.0,24500,2010.0,17.0
2.0,100.0,220000.0,21000,2011.0,17.0
2.0,105.0,280000.0,16500,2009.0,16.0
3.0,176.0,270000.0,20000,2009.0,19.0
2.0,125.0,265123.0,21500,2010.0,19.0
2.0,110.0,214000.0,21000,2014.0,16.0
2.7,145.0,244000.0,21500,2009.0,16.0
1.6,77.0,234078.0,22400,2013.0,16.0
2.0,100.0,232000.0,23000,2012.0,17.0
3.0,176.0,320000.0,19900,2009.0,18.0
2.7,140.0,245000.0,20500,2010.0,16.0
2.0,103.0,255000.0,20300,2013.0,17.0
3.0,171.0,225000.0,21200,2007.0,16.0
1.6,77.0,167848.0,21500,2013.0,16.0
3.0,171.0,370000.0,24900,2007.0,18.0
3.0,176.0,216000.0,18800,2009.0,19.0
2.0,105.0,159000.0,23200,2012.0,16.0
2.0,100.0,268058.0,22500,2011.0,16.0
3.0,176.0,240000.0,23000,2009.0,16.0
2.0,125.0,175000.0,29999,2011.0,17.0
2.0,88.0,270000.0,21000,2011.0,16.0
3.0,171.0,300000.0,22000,2007.0,20.0
1.6,77.0,245350.0,23600,2013.0,16.0
2.0,110.0,162000.0,26500,2014.0,16.0
2.0,105.0,212000.0,19300,2012.0,16.0
2.0,88.0,263000.0,22600,2012.0,16.0
2.0,130.0,240000.0,26500,2014.0,19.0
2.0,132.0,292000.0,27000,2009.0,16.0
3.0,180.0,258000.0,29000,2011.0,18.0
2.0,125.0,243000.0,27900,2011.0,17.0
3.0,176.0,241000.0,25000,2009.0,18.0
2.0,132.0,216000.0,27000,2013.0,17.0
3.0,176.0,220000.0,29000,2011.0,17.0
3.0,180.0,240000.0,28500,2013.0,17.0
2.0,125.0,255000.0,26300,2013.0,16.0
3.0,150.0,246137.0,27900,2011.0,17.0
2.0,100.0,255838.0,28000,2014.0,16.0
3.0,176.0,238000.0,25800,2011.0,19.0
2.0,130.0,257191.0,29500,2012.0,16.0
2.0,135.0,246000.0,26900,2014.0,18.0
2.0,125.0,270000.0,27900,2011.0,17.0
2.0,103.0,209474.0,30000,2011.0,16.0
2.0,125.0,279000.0,26400,2009.0,17.0
3.0,150.0,193000.0,28000,2011.0,16.0
2.0,105.0,238499.0,25900,2013.0,16.0
2.0,110.0,148218.0,26900,2014.0,18.0
2.0,130.0,230000.0,25000,2012.0,18.0
2.0,110.0,239000.0,26900,2017.0,16.0
2.0,125.0,237000.0,26500,2011.0,19.0
3.0,176.0,181000.0,29800,2009.0,17.0
3.0,175.0,266000.0,29900,2011.0,20.0
2.0,130.0,200000.0,26000,2010.0,18.0
2.0,130.0,249000.0,26900,2013.0,16.0
2.0,120.0,208000.0,29800,2012.0,17.0
2.0,110.0,135676.0,49990,2017.0,17.0
2.0,88.0,133659.0,54990,2018.0,19.0
3.0,160.0,132175.0,66990,2016.0,19.0
2.0,140.0,136457.0,59990,2016.0,17.0
2.0,140.0,126526.0,57990,2016.0,18.0
2.0,140.0,159848.0,66990,2018.0,19.0
2.0,110.0,162292.0,59990,2016.0,18.0
2.0,140.0,146707.0,70990,2019.0,18.0
2.0,140.0,152583.0,66990,2018.0,18.0
2.0,140.0,150261.0,68990,2017.0,19.0
2.0,110.0,142780.0,46990,2018.0,16.0
2.0,110.0,162695.0,42990,2016.0,16.0
2.0,110.0,127847.0,59990,2019.0,17.0
2.0,110.0,118559.0,57990,2017.0,18.0
2.0,110.0,100042.0,54990,2017.0,16.0
2.0,140.0,100026.0,64990,2017.0,19.0
2.0,150.0,126187.0,41990,2017.0,16.0
1.6,85.0,143074.0,41990,2017.0,18.0
1.6,85.0,138048.0,37990,2017.0,16.0
1.6,84.0,131376.0,33980,2018.0,16.0
1.6,85.0,78000.0,34990,2017.0,17.0
2.0,150.0,186000.0,69900,2019.0,19.0
3.0,180.0,188000.0,33000,2011.0,18.0
2.0,140.0,200000.0,52900,2017.0,18.0
3.0,180.0,240000.0,31500,2014.0,18.0
3.0,200.0,9332.0,57000,2017.0,19.0
3.0,184.0,265000.0,37000,2010.0,20.0
1.6,85.0,195000.0,34000,2017.0,17.0
3.0,150.0,266500.0,37000,2012.0,19.0
3.0,160.0,202574.0,81999,2018.0,19.0
2.0,140.0,227450.0,39900,2015.0,16.0
3.0,180.0,245000.0,31800,2011.0,18.0
2.0,130.0,178127.0,34800,2012.0,18.0
2.0,140.0,98000.0,61000,2018.0,17.0
2.0,140.0,165000.0,64999,2018.0,18.0
2.0,140.0,244000.0,57900,2019.0,16.0
3.0,150.0,270000.0,38999,2014.0,20.0
1.6,85.0,34000.0,37400,2020.0,16.0
